id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
308,yes,young,533701,37.8,46.0,20.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2.0,,,47.0,8.3,serosanguious,1.0,1,yes,5532,0,0,yes
309,yes,adult,529431,37.4,52.0,36.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,significant,none,,decreased,other,32.0,7.0,cloudy,2.0,1,no,0,0,0,yes
310,no,adult,534884,38.1,141.0,62.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,none,,normal,,31.3,6.3,cloudy,6.0,1,yes,0,0,0,yes
311,yes,adult,534063,37.0,76.0,50.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,,normal,distend_large,47.0,7.7,serosanguious,7.0,0,yes,2154,0,0,no
312,no,adult,5261395,38.6,54.0,11.0,,,normal_pink,less_3_sec,alert,hypermotile,,none,none,2.0,,,37.0,62.0,,,1,no,0,0,0,no
313,yes,adult,530265,39.3,76.0,18.0,warm,_RARE_,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,,decreased,other,,7.0,serosanguious,4.6,1,no,0,0,0,yes
314,yes,adult,530031,38.5,42.0,34.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,none,none,,normal,,50.0,78.0,cloudy,2.0,1,yes,11004,0,0,yes
315,no,adult,534044,38.2,54.0,,normal,normal,normal_pink,less_3_sec,alert,hypermotile,slight,slight,none,,absent,other,40.0,8.7,,,1,yes,3111,0,0,no
316,yes,adult,5281519,38.2,52.0,36.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,,none,none,,decreased,distend_large,45.0,8.2,,,1,yes,4158,0,0,no
317,yes,adult,530005,37.0,60.0,36.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,moderate,slight,none,,absent,normal,46.0,8.5,,,0,yes,3278,0,0,no
318,no,adult,529490,36.7,52.0,10.0,,,,,,,,,,,increased,distend_large,31.0,5.2,,,1,no,0,0,0,no
319,no,adult,534520,38.5,40.0,20.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,,,,normal,normal,47.0,4.7,,,1,no,0,0,0,no
320,no,adult,529176,,38.0,30.0,cold,reduced,bright_pink,less_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,7.0,normal,distend_large,46.0,7.7,serosanguious,4.5,0,no,7111,0,0,yes
321,no,adult,535399,38.8,72.0,26.0,normal,reduced,normal_pink,less_3_sec,severe_pain,hypomotile,none,none,none,,decreased,distend_large,37.0,67.0,,,1,no,0,0,0,no
322,yes,adult,530641,,,30.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,significant,none,4.0,decreased,firm,58.0,4.8,serosanguious,6.0,0,yes,3096,0,0,yes
323,yes,young,528303,,60.0,28.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,,increased,distend_small,63.5,5.7,clear,,1,yes,7112,0,0,yes
324,yes,adult,530168,38.2,48.0,,cold,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,absent,distend_large,31.8,5.3,,,1,yes,8309,0,0,no
325,yes,adult,535138,,80.0,28.0,,,,less_3_sec,,,,,,,,,,,,,0,no,0,0,0,yes
326,no,young,535290,38.7,90.0,30.0,normal,normal,bright_pink,more_3_sec,mild_pain,hypomotile,slight,,,,,,33.0,75.0,clear,,1,yes,2208,0,0,no
327,no,adult,527863,,39.0,12.0,normal,normal,normal_pink,less_3_sec,extreme_pain,hypomotile,,slight,less_1_liter,,absent,firm,40.0,6.6,cloudy,,1,yes,3206,0,0,yes
328,yes,young,527461,37.3,76.0,32.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,less_1_liter,3.0,absent,distend_small,49.0,6.7,serosanguious,1.7,1,yes,2208,0,0,yes
329,yes,adult,534486,38.2,52.0,30.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,none,none,none,,decreased,other,38.0,5.9,cloudy,5.0,1,yes,7242,0,0,yes
330,no,adult,534569,38.3,42.0,18.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,,absent,firm,42.0,61.0,,,1,no,3111,0,0,no
331,yes,adult,534871,37.0,40.0,,,,,less_3_sec,severe_pain,,,,none,,,,,,,,0,yes,2116,0,0,no
332,yes,adult,534512,38.3,40.0,30.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,,,decreased,other,49.0,5.0,serosanguious,1.0,1,no,0,0,0,no
333,no,adult,534369,38.4,84.0,36.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,none,,decreased,distend_small,38.0,7.2,clear,,1,yes,4181,0,0,no
334,no,adult,534900,38.9,80.0,24.0,cool,reduced,bright_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2.0,absent,other,39.0,7.2,serosanguious,5.5,0,yes,2283,0,0,yes
335,yes,adult,528502,38.3,82.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.0,absent,distend_small,57.0,6.6,serosanguious,,0,yes,2292,0,0,yes
336,no,adult,528765,38.2,38.0,,,reduced,,more_3_sec,severe_pain,absent,moderate,slight,none,,absent,distend_large,67.0,6.5,,,0,yes,4182,0,0,no
337,yes,adult,5282050,37.0,42.0,14.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,slight,none,,decreased,firm,32.0,6.7,cloudy,,1,yes,2205,0,0,yes
338,no,adult,528873,37.0,140.0,12.0,cool,reduced,,less_3_sec,severe_pain,absent,none,none,more_1_liter,2.0,absent,distend_large,32.0,65.5,,,0,yes,5321,0,0,no
339,yes,adult,534215,38.3,141.0,24.0,,,,,,hypomotile,,,,,decreased,,50.0,,,1.0,0,no,1119,0,0,no
340,no,young,5279909,36.8,100.0,,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,,more_1_liter,,absent,distend_large,60.0,5.3,,,0,yes,3257,0,0,no
341,yes,adult,527847,39.7,38.0,40.0,normal,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,none,less_1_liter,7.0,,,58.0,6.2,serosanguious,,0,yes,2205,0,0,no
342,yes,adult,529020,39.4,79.0,42.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,none,,normal,firm,45.0,6.8,cloudy,3.6,0,yes,2127,0,0,yes
343,no,adult,529671,37.8,45.0,16.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,2.0,normal,,35.0,7.7,serosanguious,1.0,1,yes,667,0,0,yes
344,yes,adult,533885,38.8,60.0,40.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,,,,,,45.0,6.4,serosanguious,,0,yes,7111,0,0,no
345,yes,adult,527935,38.2,39.0,,cool,reduced,pale_pink,more_3_sec,alert,hypomotile,moderate,none,none,,absent,distend_large,49.0,6.8,serosanguious,,1,yes,7111,0,0,no
346,no,adult,527241,38.0,68.0,12.0,normal,,pale_pink,more_3_sec,depressed,hypomotile,slight,none,none,,normal,distend_large,40.0,8.0,clear,,1,yes,5331,0,0,yes
347,yes,adult,534779,39.6,38.0,32.0,normal,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,none,less_1_liter,2.0,absent,distend_large,31.1,6.0,serosanguious,5.0,0,yes,2245,0,0,yes
348,yes,adult,5295328,38.6,143.0,44.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,3.5,absent,distend_small,48.0,6.9,serosanguious,,0,yes,2194,0,0,no
349,yes,adult,535037,38.2,80.0,74.0,cold,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,none,,,,,,47.0,8.7,clear,2.0,1,no,929,0,0,no
350,yes,adult,534620,38.2,60.0,14.0,cool,reduced,bright_red,more_3_sec,depressed,absent,severe,,,,,,48.0,61.0,cloudy,6.0,1,yes,5120,0,0,no
351,yes,adult,529631,39.5,48.0,40.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,,,,,,,8.9,,,0,no,3112,0,0,no
352,no,adult,529014,36.9,58.0,20.0,normal,,normal_pink,less_3_sec,mild_pain,absent,moderate,significant,none,,,,43.0,7.7,,,1,no,0,0,0,no
353,no,adult,533042,37.3,40.0,20.0,warm,normal,normal_pink,less_3_sec,mild_pain,,,,,,,,35.0,68.0,,,1,no,0,0,0,no
354,no,adult,534514,36.9,44.0,24.0,,,,,,absent,slight,none,none,,,distend_large,,,,,0,no,1668,0,0,no
355,yes,adult,533856,37.3,56.0,32.0,cool,reduced,,more_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,decreased,distend_large,68.0,66.0,,,0,yes,28614,0,0,no
356,no,adult,533910,38.9,70.0,12.0,cool,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,,,,,,38.0,6.4,cloudy,7.0,1,yes,3205,0,0,yes
357,no,adult,527344,36.9,38.0,,,absent,,,mild_pain,,,,,,,,,40.0,,,1,no,0,0,0,no
358,yes,adult,5298611,38.4,68.0,,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,2.0,normal,distend_large,45.0,59.0,serosanguious,2.7,1,yes,7354,0,0,yes
359,yes,adult,529157,37.5,48.0,18.0,,,pale_pink,,,normal,,,,,,,31.5,,,,1,yes,2208,0,0,no
360,yes,adult,529511,37.7,80.0,30.0,cool,reduced,,more_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,2.0,decreased,distend_large,58.0,6.0,,,1,yes,3271,0,0,no
361,no,adult,528927,,75.0,18.0,cold,,dark_cyanotic,,extreme_pain,,,,more_1_liter,2.7,,,67.0,7.9,cloudy,3.9,0,yes,5946,0,0,yes
362,no,adult,528058,38.0,42.0,14.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypermotile,slight,none,more_1_liter,5.0,,,50.0,7.0,,,1,no,3111,0,0,no
363,yes,adult,528301,38.3,38.0,12.0,normal,normal,bright_pink,less_3_sec,mild_pain,absent,slight,none,more_1_liter,,normal,distend_small,32.0,5.5,,,1,no,8733,0,0,no
364,no,adult,535100,,,,,reduced,,less_3_sec,depressed,,,none,none,,,,65.0,6.2,serosanguious,3.0,0,yes,7314,0,0,yes
365,yes,adult,535214,37.1,138.0,14.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,none,none,none,,normal,distend_large,47.0,8.0,cloudy,7.0,1,no,2208,0,0,yes
366,no,adult,534555,38.1,44.0,12.0,cool,normal,,less_3_sec,mild_pain,hypermotile,none,,,,decreased,,59.0,7.0,,,1,no,0,0,0,no
367,no,adult,5278245,38.5,52.0,30.0,warm,normal,bright_pink,less_3_sec,depressed,normal,,,,,decreased,,48.0,6.3,,,1,yes,0,0,0,no
368,no,adult,535412,38.2,140.0,28.0,cool,normal,normal_pink,less_3_sec,alert,hypermotile,none,,,,normal,,36.0,79.0,,,1,no,0,0,0,no
369,yes,adult,535175,38.2,62.0,34.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,none,,normal,,39.0,6.1,,,1,no,3111,0,0,no
370,yes,adult,535150,37.5,44.0,16.0,warm,normal,normal_pink,less_3_sec,,hypermotile,slight,none,none,,normal,distend_large,39.0,6.0,,,1,no,3222,0,0,no
371,yes,adult,5276421,36.6,,,warm,absent,,less_3_sec,severe_pain,hypomotile,slight,,,,,,35.0,70.0,,,0,yes,7111,0,0,no
372,yes,adult,533233,37.2,70.0,12.0,cold,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,,,,decreased,,47.0,76.4,clear,,1,yes,2208,0,0,no
373,no,adult,528991,36.8,,80.0,,,,,,,,,,,,,,,,,0,yes,2117,0,0,no
374,yes,adult,5297629,39.6,42.0,22.0,cold,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,,,,increased,,37.0,61.0,,2.0,1,no,0,0,0,no
375,yes,adult,526712,38.4,98.0,,cool,_RARE_,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,normal,distend_small,46.0,6.2,clear,,0,no,2112,0,0,yes
376,yes,adult,530274,36.8,,12.0,cool,normal,pale_cyanotic,more_3_sec,severe_pain,,slight,slight,more_1_liter,,,distend_small,52.0,6.8,clear,,0,yes,744,0,0,no
377,yes,young,530277,37.0,134.0,36.0,,,,,alert,,,,,,,,,7.4,cloudy,,1,yes,2208,0,0,yes
378,yes,adult,527647,38.5,42.0,14.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,none,none,none,,,,34.0,7.0,,,1,yes,3111,0,0,no
379,yes,adult,534150,36.8,88.0,,cool,normal,pale_cyanotic,less_3_sec,severe_pain,absent,severe,none,none,,absent,distend_large,32.0,,,,1,yes,3206,0,0,no
380,no,adult,530393,37.2,80.0,24.0,cool,,pale_pink,less_3_sec,depressed,hypomotile,slight,,,,,,39.0,74.4,,1.0,1,yes,2208,0,0,no
381,no,adult,529465,38.5,80.0,20.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,3.5,increased,distend_small,55.0,7.5,serosanguious,,0,yes,2208,0,0,yes
382,no,adult,527526,38.0,40.0,25.0,,,,,mild_pain,,,,,,,,,,,,0,yes,2208,0,0,yes
383,no,adult,529041,37.2,42.0,,warm,reduced,normal_pink,less_3_sec,mild_pain,normal,moderate,none,more_1_liter,,decreased,distend_large,40.0,6.5,clear,,1,yes,3111,0,0,yes
384,yes,adult,529511,,,12.0,cold,reduced,pale_pink,more_3_sec,extreme_pain,,moderate,,,,,,33.0,6.9,,,1,no,7311,0,0,no
385,yes,adult,528671,38.1,52.0,,cold,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,none,,decreased,distend_small,41.0,6.6,serosanguious,,0,yes,7234,0,0,yes
386,yes,adult,526688,36.6,44.0,16.0,,,,less_3_sec,,,,,,,,,45.0,6.2,,,1,yes,2121,0,0,no
387,yes,adult,530396,37.7,60.0,,cool,normal,bright_pink,less_3_sec,mild_pain,hypermotile,,,,,normal,distend_large,,7.7,cloudy,4.3,1,yes,2208,0,0,yes
388,yes,adult,534599,39.4,44.0,60.0,,,,,,,,,,,,,,,,,1,no,2117,0,0,no
389,yes,adult,5276277,37.5,42.0,40.0,cool,normal,normal_pink,less_3_sec,mild_pain,absent,none,,,,absent,normal,43.0,7.0,clear,2.0,1,yes,2207,0,0,yes
390,yes,adult,534615,38.8,140.0,12.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypermotile,,slight,none,,increased,distend_large,31.0,65.0,clear,1.0,1,no,0,0,0,no
391,yes,young,528312,,40.0,24.0,warm,normal,normal_pink,less_3_sec,alert,hypomotile,none,,,,,,34.0,7.5,,,1,no,3111,0,0,no
392,yes,adult,528700,38.7,98.0,36.0,cool,,normal_pink,less_3_sec,,hypomotile,slight,,,,,,36.0,6.0,,,1,yes,0,0,0,no
393,no,adult,529705,37.3,60.0,30.0,cool,reduced,,less_3_sec,mild_pain,normal,severe,none,more_1_liter,4.0,absent,distend_large,37.0,6.6,serosanguious,5.8,0,yes,5205,0,0,yes
394,no,adult,529313,,60.0,20.0,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,none,,none,,,normal,44.0,7.7,cloudy,,1,yes,3204,0,0,yes
395,no,adult,529981,37.3,56.0,30.0,normal,normal,pale_pink,less_3_sec,,hypomotile,none,none,none,,,distend_large,31.9,6.0,,,1,no,0,0,0,no
396,no,adult,528942,36.8,40.0,18.0,normal,,bright_pink,less_3_sec,alert,,,none,none,,,other,42.0,7.5,,,1,no,0,0,0,no
397,no,adult,530134,38.0,38.0,,warm,normal,bright_red,less_3_sec,extreme_pain,normal,severe,none,none,,absent,distend_large,65.0,4.8,serosanguious,,0,yes,28544,0,0,no
398,yes,young,529005,37.2,58.0,22.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,,absent,normal,67.0,7.8,serosanguious,3.7,1,yes,7111,0,0,yes
399,no,adult,531957,36.9,80.0,34.0,cool,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,absent,,50.0,7.0,,,0,yes,2240,0,0,no
400,yes,adult,529428,38.2,48.0,18.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,,less_1_liter,,decreased,other,44.0,6.7,,,1,yes,6121,0,0,no
401,yes,adult,533842,38.0,38.0,16.0,cool,,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,absent,distend_small,45.0,80.0,cloudy,4.0,0,yes,5116,0,0,no
402,no,adult,528500,38.6,42.0,24.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,none,,,,,43.0,7.0,serosanguious,5.0,1,no,3111,0,0,yes
403,yes,adult,535032,38.8,54.0,,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,none,,normal,distend_large,31.1,6.0,cloudy,4.8,1,no,3111,0,0,yes
404,no,adult,526659,37.9,48.0,,,,normal_pink,less_3_sec,,,,none,none,,,distend_large,48.0,7.5,cloudy,3.4,1,yes,8354,0,0,yes
405,no,adult,526639,,66.0,,normal,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,significant,more_1_liter,2.0,absent,distend_large,60.0,6.7,,,0,yes,2187,0,0,no
406,yes,adult,534550,38.8,56.0,16.0,,,normal_pink,less_3_sec,,normal,,none,,,,,31.0,68.0,,,1,no,0,0,0,no
407,yes,adult,535068,38.2,40.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,,,,,,31.4,55.0,,,1,no,0,0,0,no
408,no,adult,528372,36.8,38.0,,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,severe,significant,less_1_liter,,absent,distend_large,,,,,0,yes,3205,0,0,yes
409,yes,adult,534608,38.9,132.0,34.0,cold,reduced,pale_pink,less_3_sec,severe_pain,absent,severe,,,7.0,absent,,57.0,,,,1,no,3206,0,0,no
410,yes,young,528764,39.4,60.0,34.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,normal,,58.0,6.1,serosanguious,1.6,0,yes,5330,0,0,yes
411,no,adult,534375,36.8,,80.0,cool,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,significant,none,,decreased,,56.0,60.0,,,1,yes,4205,0,0,no
412,no,adult,533841,38.9,60.0,32.0,normal,normal,bright_red,less_3_sec,extreme_pain,hypomotile,none,,,,normal,,50.0,7.2,cloudy,1.0,0,yes,7112,0,0,yes
413,no,adult,533886,37.5,108.0,,cold,reduced,bright_pink,less_3_sec,,hypermotile,none,,,,absent,normal,38.0,6.5,,,1,yes,3111,0,0,no
414,yes,adult,5296599,39.7,39.0,55.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,none,more_1_liter,7.0,absent,distend_small,53.0,70.8,,,0,yes,3205,0,0,no
415,no,adult,535405,38.2,60.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,less_1_liter,5.0,absent,distend_large,61.0,,,,0,yes,3206,0,0,no
416,no,adult,534192,38.2,140.0,12.0,,,normal_pink,,depressed,hypomotile,,,,,absent,,31.5,67.0,,,1,yes,3111,0,0,no
417,yes,adult,534783,37.2,80.0,,,,,less_3_sec,,,,,,,,,45.0,70.0,,,0,no,0,0,0,no
418,yes,young,530508,38.8,48.0,16.0,cool,,normal_pink,more_3_sec,alert,,,none,none,,,,42.0,77.4,,,1,no,0,0,0,no
419,yes,adult,529825,36.6,80.0,14.0,,normal,,less_3_sec,,absent,none,,,,,,55.0,79.3,clear,1.0,1,no,0,0,0,no
420,yes,adult,528140,,96.0,16.0,normal,normal,pale_cyanotic,more_3_sec,severe_pain,hypomotile,slight,significant,none,,absent,distend_large,60.0,6.1,cloudy,,0,yes,1979,0,0,yes
421,no,adult,528905,39.5,50.0,24.0,cool,reduced,normal_pink,more_3_sec,extreme_pain,hypomotile,none,slight,none,,decreased,,43.0,4.9,,,1,no,26582,0,0,no
422,yes,adult,528485,36.7,42.0,62.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,,,,,,48.0,9.4,cloudy,,0,yes,2205,0,0,yes
423,yes,adult,528591,38.8,72.0,,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,none,slight,none,,increased,,58.0,6.3,serosanguious,7.0,1,yes,2112,0,0,yes
424,no,adult,529353,38.3,58.0,10.0,cool,normal,normal_pink,less_3_sec,,,,none,none,,,,45.0,7.2,clear,,1,yes,0,0,0,yes
425,no,adult,528472,38.0,40.0,24.0,,,bright_pink,,severe_pain,hypermotile,,slight,more_1_liter,,,distend_small,47.0,8.8,cloudy,4.8,0,yes,2112,0,0,yes
426,yes,adult,529309,38.2,40.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,,,,normal,,45.0,6.0,,,1,no,0,0,0,no
427,no,adult,530253,39.7,120.0,80.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,none,none,,decreased,,67.0,6.9,serosanguious,1.0,1,yes,2206,0,0,no
428,yes,adult,528753,36.7,39.0,24.0,warm,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,,normal,firm,49.0,6.9,cloudy,1.0,1,no,0,0,0,yes
429,no,adult,528060,38.0,,20.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,,absent,distend_small,42.0,6.6,,,0,yes,2232,0,0,no
430,yes,adult,530247,39.5,132.0,81.0,normal,normal,normal_pink,more_3_sec,,hypermotile,none,none,none,,normal,,41.0,8.6,,,1,yes,11371,0,0,no
431,no,adult,534612,,54.0,16.0,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,slight,,,,,other,39.0,68.0,clear,1.0,1,yes,0,0,0,no
432,no,adult,530535,36.7,44.0,10.0,cool,absent,bright_pink,less_3_sec,,hypomotile,,slight,none,,decreased,distend_large,43.0,7.4,cloudy,3.6,1,no,3111,0,0,yes
433,no,adult,533885,,134.0,28.0,warm,normal,bright_pink,less_3_sec,depressed,absent,none,,,,decreased,,54.0,64.0,,,1,yes,6142,0,0,no
434,yes,adult,528918,36.6,,24.0,cool,reduced,pale_cyanotic,_RARE_,mild_pain,absent,moderate,none,,,,distend_large,58.0,,serosanguious,2.0,0,yes,4205,0,0,yes
435,yes,adult,5290713,,38.0,38.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,,absent,distend_small,52.0,5.9,serosanguious,6.0,0,yes,3206,0,0,yes
436,no,adult,529823,37.9,44.0,12.0,cool,normal,normal_pink,less_3_sec,depressed,hypermotile,slight,,more_1_liter,,,,45.0,6.7,serosanguious,,1,yes,7170,0,0,no
437,no,adult,534383,38.4,140.0,40.0,normal,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,none,slight,none,,absent,distend_large,50.0,6.7,,,1,yes,3111,0,0,no
438,no,adult,527996,36.7,58.0,30.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,,decreased,distend_small,44.0,6.5,clear,3.6,1,no,0,0,0,yes
439,no,adult,3160412,37.8,98.0,14.0,normal,normal,normal_pink,less_3_sec,extreme_pain,hypomotile,none,slight,,,absent,other,43.0,7.9,,,1,yes,29244,0,0,no
440,yes,adult,529465,,60.0,36.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,none,7.0,,distend_large,52.0,7.7,serosanguious,4.5,0,yes,3206,0,0,yes
441,no,adult,5290796,,135.0,30.0,cold,normal,pale_pink,more_3_sec,depressed,absent,moderate,none,less_1_liter,2.0,absent,distend_large,53.0,68.0,serosanguious,2.0,1,yes,2208,0,0,no
442,yes,young,532756,,84.0,32.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,,normal,normal,37.0,7.5,serosanguious,2.4,0,no,1885,0,0,yes
443,yes,adult,529779,38.5,56.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,none,none,,normal,normal,36.0,75.0,cloudy,6.2,1,no,0,0,0,no
444,yes,adult,528967,37.7,88.0,,cold,reduced,,less_3_sec,,hypomotile,,,,,normal,normal,43.0,8.6,cloudy,3.1,0,yes,2207,0,0,yes
445,yes,adult,5287929,38.4,88.0,14.0,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,none,none,,decreased,,42.0,80.0,cloudy,1.0,1,no,0,0,0,no
446,yes,adult,530537,37.6,48.0,32.0,cold,normal,pale_cyanotic,less_3_sec,severe_pain,hypomotile,slight,slight,none,,absent,distend_large,60.0,7.5,cloudy,1.6,0,no,2207,0,0,yes
447,yes,adult,534718,,64.0,30.0,cool,reduced,normal_pink,less_3_sec,alert,hypermotile,none,slight,none,,decreased,normal,39.0,61.0,,,1,no,0,0,0,no
448,yes,adult,530237,39.5,48.0,10.0,cool,,normal_pink,less_3_sec,severe_pain,absent,moderate,slight,none,,normal,distend_large,,5.1,,,1,yes,5690,0,0,no
449,no,adult,534089,37.6,98.0,,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,,,,,,48.0,55.0,serosanguious,1.0,1,yes,3607,0,0,yes
450,yes,adult,5290010,39.2,39.0,22.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,4.0,absent,distend_large,68.0,7.4,serosanguious,,0,yes,12074,0,0,yes
451,yes,adult,530013,,40.0,18.0,cool,,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,none,,,,31.1,7.7,,,1,yes,0,0,0,no
452,yes,adult,528275,,,,,,,,,,slight,,,,,,68.0,6.5,,,1,no,2208,0,0,no
453,yes,adult,528603,,96.0,12.0,normal,reduced,bright_red,,,absent,,slight,none,,increased,distend_large,46.0,8.9,serosanguious,1.0,0,yes,9053,0,0,yes
454,no,adult,534918,37.5,44.0,10.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,normal,distend_small,45.0,70.0,,,1,yes,2216,0,0,no
455,no,adult,528344,38.1,62.0,40.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,4.5,,normal,49.0,9.5,,,1,yes,5824,0,0,no
456,no,adult,533885,36.7,40.0,18.0,cool,reduced,normal_pink,less_3_sec,,,,,,,,,,,,,0,no,3111,0,0,no
457,yes,adult,530239,39.0,68.0,26.0,warm,,pale_cyanotic,,severe_pain,hypomotile,,,,,absent,,31.1,,,,0,yes,2122,0,0,no
458,yes,adult,529696,38.5,80.0,20.0,cool,normal,normal_pink,less_3_sec,severe_pain,hypomotile,none,slight,,,absent,,31.0,61.0,clear,2.0,1,no,3111,0,0,no
459,no,adult,528575,38.0,38.0,74.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,severe,slight,none,,absent,distend_large,55.0,7.3,,,0,yes,3206,0,0,yes
460,yes,young,529779,38.7,98.0,20.0,normal,absent,normal_pink,less_3_sec,alert,hypermotile,slight,significant,none,,decreased,,40.0,6.9,cloudy,2.6,1,no,0,0,0,yes
461,no,adult,535077,,50.0,26.0,normal,normal,pale_pink,less_3_sec,severe_pain,absent,none,slight,none,,,normal,43.0,7.2,,,1,yes,2266,0,0,no
