id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
333,no,adult,534369,38.4,84,36,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,none,,decreased,distend_small,38,7.2,clear,,1,yes,4181,0,0,no
334,no,adult,534900,38.9,80,24,cool,reduced,bright_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2,absent,other,39,7.2,serosanguious,5.5,0,yes,2283,0,0,yes
335,yes,adult,528502,38.3,82,48,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5,absent,distend_small,57,6.6,serosanguious,,0,yes,2292,0,0,yes
336,no,adult,528765,38.2,38,,,reduced,,more_3_sec,severe_pain,absent,moderate,slight,none,,absent,distend_large,67,6.5,,,0,yes,4182,0,0,no
337,yes,adult,5282050,37,42,14,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,slight,none,,decreased,firm,32,6.7,cloudy,,1,yes,2205,0,0,yes
338,no,adult,528873,37,140,12,cool,reduced,,less_3_sec,severe_pain,absent,none,none,more_1_liter,2,absent,distend_large,32,65.5,,,0,yes,5321,0,0,no
339,yes,adult,534215,38.3,141,24,,,,,,hypomotile,,,,,decreased,,50,,,1,0,no,1119,0,0,no
340,no,young,5279909,36.8,100,,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,,more_1_liter,,absent,distend_large,60,5.3,,,0,yes,3257,0,0,no
341,yes,adult,527847,39.7,38,40,normal,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,none,less_1_liter,7,,,58,6.2,serosanguious,,0,yes,2205,0,0,no
342,yes,adult,529020,39.4,79,42,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,none,,normal,firm,45,6.8,cloudy,3.6,0,yes,2127,0,0,yes
343,no,adult,529671,37.8,45,16,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,2,normal,,35,7.7,serosanguious,1,1,yes,667,0,0,yes
344,yes,adult,533885,38.8,60,40,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,,,,,,45,6.4,serosanguious,,0,yes,7111,0,0,no
345,yes,adult,527935,38.2,39,,cool,reduced,pale_pink,more_3_sec,alert,hypomotile,moderate,none,none,,absent,distend_large,49,6.8,serosanguious,,1,yes,7111,0,0,no
346,no,adult,527241,38,68,12,normal,,pale_pink,more_3_sec,depressed,hypomotile,slight,none,none,,normal,distend_large,40,8,clear,,1,yes,5331,0,0,yes
347,yes,adult,534779,39.6,38,32,normal,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,none,less_1_liter,2,absent,distend_large,31.1,6,serosanguious,5,0,yes,2245,0,0,yes
348,yes,adult,5295328,38.6,143,44,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,3.5,absent,distend_small,48,6.9,serosanguious,,0,yes,2194,0,0,no
349,yes,adult,535037,38.2,80,74,cold,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,none,,,,,,47,8.7,clear,2,1,no,929,0,0,no
350,yes,adult,534620,38.2,60,14,cool,reduced,bright_red,more_3_sec,depressed,absent,severe,,,,,,48,61,cloudy,6,1,yes,5120,0,0,no
351,yes,adult,529631,39.5,48,40,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,,,,,,,8.9,,,0,no,3112,0,0,no
352,no,adult,529014,36.9,58,20,normal,,normal_pink,less_3_sec,mild_pain,absent,moderate,significant,none,,,,43,7.7,,,1,no,0,0,0,no
353,no,adult,533042,37.3,40,20,warm,normal,normal_pink,less_3_sec,mild_pain,,,,,,,,35,68,,,1,no,0,0,0,no
354,no,adult,534514,36.9,44,24,,,,,,absent,slight,none,none,,,distend_large,,,,,0,no,1668,0,0,no
355,yes,adult,533856,37.3,56,32,cool,reduced,,more_3_sec,depressed,absent,slight,slight,more_1_liter,2,decreased,distend_large,68,66,,,0,yes,28614,0,0,no
356,no,adult,533910,38.9,70,12,cool,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,,,,,,38,6.4,cloudy,7,1,yes,3205,0,0,yes
357,no,adult,527344,36.9,38,,,absent,,,mild_pain,,,,,,,,,40,,,1,no,0,0,0,no
358,yes,adult,5298611,38.4,68,,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,2,normal,distend_large,45,59,serosanguious,2.7,1,yes,7354,0,0,yes
359,yes,adult,529157,37.5,48,18,,,pale_pink,,,normal,,,,,,,31.5,,,,1,yes,2208,0,0,no
360,yes,adult,529511,37.7,80,30,cool,reduced,,more_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,2,decreased,distend_large,58,6,,,1,yes,3271,0,0,no
361,no,adult,528927,,75,18,cold,,dark_cyanotic,,extreme_pain,,,,more_1_liter,2.7,,,67,7.9,cloudy,3.9,0,yes,5946,0,0,yes
362,no,adult,528058,38,42,14,normal,normal,pale_pink,less_3_sec,mild_pain,hypermotile,slight,none,more_1_liter,5,,,50,7,,,1,no,3111,0,0,no
363,yes,adult,528301,38.3,38,12,normal,normal,bright_pink,less_3_sec,mild_pain,absent,slight,none,more_1_liter,,normal,distend_small,32,5.5,,,1,no,8733,0,0,no
364,no,adult,535100,,,,,reduced,,less_3_sec,depressed,,,none,none,,,,65,6.2,serosanguious,3,0,yes,7314,0,0,yes
365,yes,adult,535214,37.1,138,14,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,none,none,none,,normal,distend_large,47,8,cloudy,7,1,no,2208,0,0,yes
366,no,adult,534555,38.1,44,12,cool,normal,,less_3_sec,mild_pain,hypermotile,none,,,,decreased,,59,7,,,1,no,0,0,0,no
367,no,adult,5278245,38.5,52,30,warm,normal,bright_pink,less_3_sec,depressed,normal,,,,,decreased,,48,6.3,,,1,yes,0,0,0,no
368,no,adult,535412,38.2,140,28,cool,normal,normal_pink,less_3_sec,alert,hypermotile,none,,,,normal,,36,79,,,1,no,0,0,0,no
369,yes,adult,535175,38.2,62,34,warm,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,none,,normal,,39,6.1,,,1,no,3111,0,0,no
370,yes,adult,535150,37.5,44,16,warm,normal,normal_pink,less_3_sec,,hypermotile,slight,none,none,,normal,distend_large,39,6,,,1,no,3222,0,0,no
371,yes,adult,5276421,36.6,,,warm,absent,,less_3_sec,severe_pain,hypomotile,slight,,,,,,35,70,,,0,yes,7111,0,0,no
372,yes,adult,533233,37.2,70,12,cold,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,,,,decreased,,47,76.4,clear,,1,yes,2208,0,0,no
373,no,adult,528991,36.8,,80,,,,,,,,,,,,,,,,,0,yes,2117,0,0,no
374,yes,adult,5297629,39.6,42,22,cold,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,,,,increased,,37,61,,2,1,no,0,0,0,no
375,yes,adult,526712,38.4,98,,cool,_RARE_,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,normal,distend_small,46,6.2,clear,,0,no,2112,0,0,yes
376,yes,adult,530274,36.8,,12,cool,normal,pale_cyanotic,more_3_sec,severe_pain,,slight,slight,more_1_liter,,,distend_small,52,6.8,clear,,0,yes,744,0,0,no
377,yes,young,530277,37,134,36,,,,,alert,,,,,,,,,7.4,cloudy,,1,yes,2208,0,0,yes
378,yes,adult,527647,38.5,42,14,normal,normal,normal_pink,less_3_sec,mild_pain,normal,none,none,none,,,,34,7,,,1,yes,3111,0,0,no
379,yes,adult,534150,36.8,88,,cool,normal,pale_cyanotic,less_3_sec,severe_pain,absent,severe,none,none,,absent,distend_large,32,,,,1,yes,3206,0,0,no
380,no,adult,530393,37.2,80,24,cool,,pale_pink,less_3_sec,depressed,hypomotile,slight,,,,,,39,74.4,,1,1,yes,2208,0,0,no
381,no,adult,529465,38.5,80,20,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,3.5,increased,distend_small,55,7.5,serosanguious,,0,yes,2208,0,0,yes
382,no,adult,527526,38,40,25,,,,,mild_pain,,,,,,,,,,,,0,yes,2208,0,0,yes
383,no,adult,529041,37.2,42,,warm,reduced,normal_pink,less_3_sec,mild_pain,normal,moderate,none,more_1_liter,,decreased,distend_large,40,6.5,clear,,1,yes,3111,0,0,yes
384,yes,adult,529511,,,12,cold,reduced,pale_pink,more_3_sec,extreme_pain,,moderate,,,,,,33,6.9,,,1,no,7311,0,0,no
385,yes,adult,528671,38.1,52,,cold,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,none,,decreased,distend_small,41,6.6,serosanguious,,0,yes,7234,0,0,yes
386,yes,adult,526688,36.6,44,16,,,,less_3_sec,,,,,,,,,45,6.2,,,1,yes,2121,0,0,no
387,yes,adult,530396,37.7,60,,cool,normal,bright_pink,less_3_sec,mild_pain,hypermotile,,,,,normal,distend_large,,7.7,cloudy,4.3,1,yes,2208,0,0,yes
388,yes,adult,534599,39.4,44,60,,,,,,,,,,,,,,,,,1,no,2117,0,0,no
389,yes,adult,5276277,37.5,42,40,cool,normal,normal_pink,less_3_sec,mild_pain,absent,none,,,,absent,normal,43,7,clear,2,1,yes,2207,0,0,yes
390,yes,adult,534615,38.8,140,12,normal,normal,bright_pink,less_3_sec,mild_pain,hypermotile,,slight,none,,increased,distend_large,31,65,clear,1,1,no,0,0,0,no
391,yes,young,528312,,40,24,warm,normal,normal_pink,less_3_sec,alert,hypomotile,none,,,,,,34,7.5,,,1,no,3111,0,0,no
392,yes,adult,528700,38.7,98,36,cool,,normal_pink,less_3_sec,,hypomotile,slight,,,,,,36,6,,,1,yes,0,0,0,no
393,no,adult,529705,37.3,60,30,cool,reduced,,less_3_sec,mild_pain,normal,severe,none,more_1_liter,4,absent,distend_large,37,6.6,serosanguious,5.8,0,yes,5205,0,0,yes
394,no,adult,529313,,60,20,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,none,,none,,,normal,44,7.7,cloudy,,1,yes,3204,0,0,yes
395,no,adult,529981,37.3,56,30,normal,normal,pale_pink,less_3_sec,,hypomotile,none,none,none,,,distend_large,31.9,6,,,1,no,0,0,0,no
396,no,adult,528942,36.8,40,18,normal,,bright_pink,less_3_sec,alert,,,none,none,,,other,42,7.5,,,1,no,0,0,0,no
397,no,adult,530134,38,38,,warm,normal,bright_red,less_3_sec,extreme_pain,normal,severe,none,none,,absent,distend_large,65,4.8,serosanguious,,0,yes,28544,0,0,no
398,yes,young,529005,37.2,58,22,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,,absent,normal,67,7.8,serosanguious,3.7,1,yes,7111,0,0,yes
399,no,adult,531957,36.9,80,34,cool,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7,absent,,50,7,,,0,yes,2240,0,0,no
400,yes,adult,529428,38.2,48,18,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,,less_1_liter,,decreased,other,44,6.7,,,1,yes,6121,0,0,no
401,yes,adult,533842,38,38,16,cool,,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,absent,distend_small,45,80,cloudy,4,0,yes,5116,0,0,no
402,no,adult,528500,38.6,42,24,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,none,,,,,43,7,serosanguious,5,1,no,3111,0,0,yes
403,yes,adult,535032,38.8,54,,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,none,,normal,distend_large,31.1,6,cloudy,4.8,1,no,3111,0,0,yes
404,no,adult,526659,37.9,48,,,,normal_pink,less_3_sec,,,,none,none,,,distend_large,48,7.5,cloudy,3.4,1,yes,8354,0,0,yes
405,no,adult,526639,,66,,normal,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,significant,more_1_liter,2,absent,distend_large,60,6.7,,,0,yes,2187,0,0,no
406,yes,adult,534550,38.8,56,16,,,normal_pink,less_3_sec,,normal,,none,,,,,31,68,,,1,no,0,0,0,no
407,yes,adult,535068,38.2,40,12,cool,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,,,,,,31.4,55,,,1,no,0,0,0,no
408,no,adult,528372,36.8,38,,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,severe,significant,less_1_liter,,absent,distend_large,,,,,0,yes,3205,0,0,yes
409,yes,adult,534608,38.9,132,34,cold,reduced,pale_pink,less_3_sec,severe_pain,absent,severe,,,7,absent,,57,,,,1,no,3206,0,0,no
410,yes,young,528764,39.4,60,34,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7,normal,,58,6.1,serosanguious,1.6,0,yes,5330,0,0,yes
411,no,adult,534375,36.8,,80,cool,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,significant,none,,decreased,,56,60,,,1,yes,4205,0,0,no
412,no,adult,533841,38.9,60,32,normal,normal,bright_red,less_3_sec,extreme_pain,hypomotile,none,,,,normal,,50,7.2,cloudy,1,0,yes,7112,0,0,yes
413,no,adult,533886,37.5,108,,cold,reduced,bright_pink,less_3_sec,,hypermotile,none,,,,absent,normal,38,6.5,,,1,yes,3111,0,0,no
414,yes,adult,5296599,39.7,39,55,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,none,more_1_liter,7,absent,distend_small,53,70.8,,,0,yes,3205,0,0,no
415,no,adult,535405,38.2,60,30,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,less_1_liter,5,absent,distend_large,61,,,,0,yes,3206,0,0,no
416,no,adult,534192,38.2,140,12,,,normal_pink,,depressed,hypomotile,,,,,absent,,31.5,67,,,1,yes,3111,0,0,no
417,yes,adult,534783,37.2,80,,,,,less_3_sec,,,,,,,,,45,70,,,0,no,0,0,0,no
418,yes,young,530508,38.8,48,16,cool,,normal_pink,more_3_sec,alert,,,none,none,,,,42,77.4,,,1,no,0,0,0,no
419,yes,adult,529825,36.6,80,14,,normal,,less_3_sec,,absent,none,,,,,,55,79.3,clear,1,1,no,0,0,0,no
420,yes,adult,528140,,96,16,normal,normal,pale_cyanotic,more_3_sec,severe_pain,hypomotile,slight,significant,none,,absent,distend_large,60,6.1,cloudy,,0,yes,1979,0,0,yes
421,no,adult,528905,39.5,50,24,cool,reduced,normal_pink,more_3_sec,extreme_pain,hypomotile,none,slight,none,,decreased,,43,4.9,,,1,no,26582,0,0,no
422,yes,adult,528485,36.7,42,62,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,,,,,,48,9.4,cloudy,,0,yes,2205,0,0,yes
423,yes,adult,528591,38.8,72,,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,none,slight,none,,increased,,58,6.3,serosanguious,7,1,yes,2112,0,0,yes
424,no,adult,529353,38.3,58,10,cool,normal,normal_pink,less_3_sec,,,,none,none,,,,45,7.2,clear,,1,yes,0,0,0,yes
425,no,adult,528472,38,40,24,,,bright_pink,,severe_pain,hypermotile,,slight,more_1_liter,,,distend_small,47,8.8,cloudy,4.8,0,yes,2112,0,0,yes
426,yes,adult,529309,38.2,40,24,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,,,,normal,,45,6,,,1,no,0,0,0,no
427,no,adult,530253,39.7,120,80,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,none,none,,decreased,,67,6.9,serosanguious,1,1,yes,2206,0,0,no
428,yes,adult,528753,36.7,39,24,warm,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,,normal,firm,49,6.9,cloudy,1,1,no,0,0,0,yes
429,no,adult,528060,38,,20,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,,absent,distend_small,42,6.6,,,0,yes,2232,0,0,no
430,yes,adult,530247,39.5,132,81,normal,normal,normal_pink,more_3_sec,,hypermotile,none,none,none,,normal,,41,8.6,,,1,yes,11371,0,0,no
431,no,adult,534612,,54,16,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,slight,,,,,other,39,68,clear,1,1,yes,0,0,0,no
432,no,adult,530535,36.7,44,10,cool,absent,bright_pink,less_3_sec,,hypomotile,,slight,none,,decreased,distend_large,43,7.4,cloudy,3.6,1,no,3111,0,0,yes
433,no,adult,533885,,134,28,warm,normal,bright_pink,less_3_sec,depressed,absent,none,,,,decreased,,54,64,,,1,yes,6142,0,0,no
434,yes,adult,528918,36.6,,24,cool,reduced,pale_cyanotic,_RARE_,mild_pain,absent,moderate,none,,,,distend_large,58,,serosanguious,2,0,yes,4205,0,0,yes
435,yes,adult,5290713,,38,38,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,,absent,distend_small,52,5.9,serosanguious,6,0,yes,3206,0,0,yes
436,no,adult,529823,37.9,44,12,cool,normal,normal_pink,less_3_sec,depressed,hypermotile,slight,,more_1_liter,,,,45,6.7,serosanguious,,1,yes,7170,0,0,no
437,no,adult,534383,38.4,140,40,normal,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,none,slight,none,,absent,distend_large,50,6.7,,,1,yes,3111,0,0,no
438,no,adult,527996,36.7,58,30,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,,decreased,distend_small,44,6.5,clear,3.6,1,no,0,0,0,yes
439,no,adult,3160412,37.8,98,14,normal,normal,normal_pink,less_3_sec,extreme_pain,hypomotile,none,slight,,,absent,other,43,7.9,,,1,yes,29244,0,0,no
440,yes,adult,529465,,60,36,normal,normal,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,none,7,,distend_large,52,7.7,serosanguious,4.5,0,yes,3206,0,0,yes
441,no,adult,5290796,,135,30,cold,normal,pale_pink,more_3_sec,depressed,absent,moderate,none,less_1_liter,2,absent,distend_large,53,68,serosanguious,2,1,yes,2208,0,0,no
442,yes,young,532756,,84,32,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,,normal,normal,37,7.5,serosanguious,2.4,0,no,1885,0,0,yes
443,yes,adult,529779,38.5,56,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,none,none,,normal,normal,36,75,cloudy,6.2,1,no,0,0,0,no
444,yes,adult,528967,37.7,88,,cold,reduced,,less_3_sec,,hypomotile,,,,,normal,normal,43,8.6,cloudy,3.1,0,yes,2207,0,0,yes
445,yes,adult,5287929,38.4,88,14,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,none,none,,decreased,,42,80,cloudy,1,1,no,0,0,0,no
446,yes,adult,530537,37.6,48,32,cold,normal,pale_cyanotic,less_3_sec,severe_pain,hypomotile,slight,slight,none,,absent,distend_large,60,7.5,cloudy,1.6,0,no,2207,0,0,yes
447,yes,adult,534718,,64,30,cool,reduced,normal_pink,less_3_sec,alert,hypermotile,none,slight,none,,decreased,normal,39,61,,,1,no,0,0,0,no
448,yes,adult,530237,39.5,48,10,cool,,normal_pink,less_3_sec,severe_pain,absent,moderate,slight,none,,normal,distend_large,,5.1,,,1,yes,5690,0,0,no
449,no,adult,534089,37.6,98,,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,,,,,,48,55,serosanguious,1,1,yes,3607,0,0,yes
450,yes,adult,5290010,39.2,39,22,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,4,absent,distend_large,68,7.4,serosanguious,,0,yes,12074,0,0,yes
451,yes,adult,530013,,40,18,cool,,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,none,,,,31.1,7.7,,,1,yes,0,0,0,no
452,yes,adult,528275,,,,,,,,,,slight,,,,,,68,6.5,,,1,no,2208,0,0,no
453,yes,adult,528603,,96,12,normal,reduced,bright_red,,,absent,,slight,none,,increased,distend_large,46,8.9,serosanguious,1,0,yes,9053,0,0,yes
454,no,adult,534918,37.5,44,10,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,normal,distend_small,45,70,,,1,yes,2216,0,0,no
455,no,adult,528344,38.1,62,40,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,4.5,,normal,49,9.5,,,1,yes,5824,0,0,no
456,no,adult,533885,36.7,40,18,cool,reduced,normal_pink,less_3_sec,,,,,,,,,,,,,0,no,3111,0,0,no
457,yes,adult,530239,39,68,26,warm,,pale_cyanotic,,severe_pain,hypomotile,,,,,absent,,31.1,,,,0,yes,2122,0,0,no
458,yes,adult,529696,38.5,80,20,cool,normal,normal_pink,less_3_sec,severe_pain,hypomotile,none,slight,,,absent,,31,61,clear,2,1,no,3111,0,0,no
459,no,adult,528575,38,38,74,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,severe,slight,none,,absent,distend_large,55,7.3,,,0,yes,3206,0,0,yes
460,yes,young,529779,38.7,98,20,normal,absent,normal_pink,less_3_sec,alert,hypermotile,slight,significant,none,,decreased,,40,6.9,cloudy,2.6,1,no,0,0,0,yes
461,no,adult,535077,,50,26,normal,normal,pale_pink,less_3_sec,severe_pain,absent,none,slight,none,,,normal,43,7.2,,,1,yes,2266,0,0,no
462,no,adult,535397,38.3,40,18,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,,,,decreased,distend_large,37,69,,,1,no,0,0,0,no
463,yes,adult,529387,38.6,50,20,cool,normal,pale_cyanotic,more_3_sec,mild_pain,absent,slight,slight,less_1_liter,4,absent,distend_small,44,9.1,,,1,yes,2221,0,0,yes
464,no,adult,535124,38.5,60,16,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,none,slight,none,,absent,other,35,6,,,1,yes,6160,0,0,no
465,no,adult,529561,36.9,80,,cool,normal,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,significant,none,,,,,,,,0,yes,2205,0,0,no
466,yes,adult,5288698,38.1,136,80,normal,reduced,bright_red,less_3_sec,depressed,absent,severe,,none,,,,56,7.1,,,0,no,317,0,0,no
467,yes,adult,529686,36.7,142,64,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,none,,decreased,distend_large,52,7,clear,,1,yes,2292,0,0,no
468,no,adult,533715,36.7,,12,cool,,,,extreme_pain,absent,slight,,,,,distend_large,47,8.7,serosanguious,,0,yes,728,0,0,yes
469,no,adult,534219,36.6,60,16,normal,normal,normal_pink,less_3_sec,mild_pain,,slight,none,none,,decreased,distend_small,49,6.5,,,1,yes,5237,0,0,no
470,yes,adult,529662,,48,12,,,,,,,,,,,,,,4.9,,,1,yes,2208,0,0,no
471,yes,adult,534642,37.6,48,10,normal,,pale_pink,less_3_sec,,absent,none,none,more_1_liter,,decreased,other,49,55,,,1,no,3111,0,0,no
472,yes,adult,527712,38.5,84,12,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,,,,normal,,33,77,,,1,no,0,0,0,no
473,yes,adult,529316,37.2,44,16,cold,,pale_pink,less_3_sec,,hypomotile,moderate,slight,none,,normal,normal,45,7.6,,,1,no,2133,0,0,no
474,yes,adult,528200,,142,14,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypermotile,none,slight,none,,decreased,other,43,7.6,,,1,yes,5113,0,0,yes
475,yes,adult,529466,37.5,62,20,,,,less_3_sec,,,,,,,normal,,51,5.9,,,1,no,4141,0,0,no
476,yes,adult,533845,37.6,48,10,cool,normal,normal_pink,less_3_sec,alert,hypermotile,none,none,none,,increased,normal,33,7,,,1,no,0,0,0,no
477,yes,adult,529493,36.7,120,,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,significant,less_1_liter,,decreased,distend_large,,7.7,cloudy,3.8,0,yes,4205,0,0,yes
478,yes,adult,535158,37,,30,cool,,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,severe,significant,more_1_liter,,absent,distend_large,43,4.8,,,1,yes,3051,0,0,no
479,yes,adult,528485,37.2,66,10,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,,decreased,distend_large,36,7,clear,3.6,0,no,5205,0,0,yes
480,no,adult,529323,38,48,20,,,normal_pink,less_3_sec,alert,,,slight,,,,,44,8,,,1,no,0,0,0,no
481,yes,adult,529457,37.9,46,80,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,,absent,distend_large,42,7.6,serosanguious,,1,no,872,0,0,yes
482,no,adult,526917,36.8,40,10,normal,normal,,less_3_sec,depressed,absent,severe,,,,decreased,distend_large,,,,,0,no,3206,0,0,no
483,yes,adult,528720,38.5,52,40,warm,normal,pale_pink,less_3_sec,depressed,hypermotile,none,slight,less_1_liter,4,,,48,7.2,,,1,yes,3111,0,0,no
484,no,adult,528711,38.2,108,,,_RARE_,dark_cyanotic,less_3_sec,,,,slight,none,,,,31.6,4.9,,,1,no,0,0,0,no
485,no,adult,528530,,44,15,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5,normal,distend_small,44,7.1,,,1,yes,2239,0,0,no
486,yes,adult,527598,36.9,42,30,warm,normal,normal_pink,less_3_sec,severe_pain,hypomotile,none,significant,none,,absent,normal,48,7.2,,,1,yes,3111,0,0,no
487,yes,adult,529840,38,64,16,normal,normal,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,none,more_1_liter,3,absent,distend_small,62,4.8,,,1,yes,3292,0,0,no
488,yes,adult,534138,39.5,42,36,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,none,more_1_liter,7,decreased,distend_large,66,81,,,0,yes,30399,2894,0,no
489,yes,adult,530815,36.7,76,,cold,reduced,pale_pink,more_3_sec,severe_pain,hypomotile,slight,slight,none,,absent,distend_large,40,7.3,,,0,yes,3206,0,0,no
490,no,adult,530372,,,66,normal,normal,pale_pink,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,4,absent,,63,77.4,,,0,yes,3748,0,0,no
491,no,adult,535091,38.7,80,,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,,absent,distend_small,37,5.4,clear,,1,yes,2208,0,0,yes
492,yes,adult,530525,36.5,39,,cool,,,,,,,none,,,,,49,6.2,,,1,no,0,0,0,no
493,yes,adult,528159,37.6,80,,warm,normal,pale_pink,less_3_sec,alert,hypomotile,none,slight,none,,decreased,distend_large,36,7,,,1,yes,3111,0,0,no
494,yes,adult,530374,37.7,,16,cold,reduced,normal_pink,less_3_sec,mild_pain,,none,significant,,,,,68,7,,,1,yes,2270,0,0,yes
495,yes,young,529500,,38,12,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,none,none,more_1_liter,3.5,decreased,distend_large,57,6.1,clear,,1,yes,427,0,0,no
496,yes,adult,527159,36.8,,,,,,,,absent,,slight,none,,absent,distend_large,31.7,,,,0,yes,3205,0,0,yes
497,no,adult,529718,37,39,12,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,moderate,none,more_1_liter,6.5,absent,distend_large,54,6.5,serosanguious,,0,yes,4205,0,0,yes
498,yes,adult,529249,38.3,88,30,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,slight,slight,,3,normal,other,42,7.7,cloudy,2.5,1,no,3111,0,0,yes
499,yes,adult,529728,37.5,44,12,warm,normal,,less_3_sec,mild_pain,hypomotile,none,slight,none,,normal,normal,49,6.9,cloudy,6,1,no,342,0,0,yes
500,no,adult,533946,38,60,24,cool,normal,normal_pink,less_3_sec,depressed,absent,,slight,none,,,,36,68,,1,1,no,3111,0,0,no
